2011 1 26 Republic Day
2011 3 2 Mahashivratri
2011 4 12 Ram Navmi
2011 4 14 Dr. Babasaheb Ambedkar Jayanti
2011 4 22 Good Friday
2011 8 15 Independence Day
2011 8 31 Ramzan ID
2011 9 1 Ganesh Chaturthi
2011 10 6 Dussera
2011 10 26 Diwali (Laxmi Pujan)*
2011 10 27 Diwali (Balipratipada)
2011 11 7 Bakri Id
2011 11 10 Gurunanak Jayanti
2011 12 6 Moharram
2012 1 26 Republic Day
2012 2 20 Mahashivratri
2012 3 8 Holi
2012 4 5 Mahavir Jayanti
2012 4 6 Good Friday
2012 5 1 May Day
2012 8 15 Independence Day
2012 8 20 Ramzan Id
2012 9 19 Ganesh Chaturthi
2012 10 2 Gandhi Jayanti
2012 10 24 Dasara
2012 11 14 Diwali-Balipratipada
2012 11 28 Gurunanak Jayanti
2012 12 25 Christmas
2013 3 27 Holi
2013 3 29 Good Friday
2013 4 19 Ram Navmi
2013 4 24 Mahavir Jayanti
2013 5 1 May Day
2013 8 9 Ramzan ID
2013 8 15 Independence Day
2013 9 9 Ganesh Chaturthi
2013 10 2 Gandhi Jayanti
2013 10 16 Bakri ID
2013 11 4 Diwali-Balipratipada
2013 11 15 Moharram
2013 12 25 Christmas
2014 2 27 Mahashivratri
2014 3 17 Holi
2014 4 8 Ram Navmi
2014 4 14 Dr. Babasaheb Ambedkar Jayanti
2014 4 18 Good Friday
2014 4 24 Parlimentary Elections
2014 5 1 May Day
2014 7 29 Ramzan ID
2014 8 15 Independence Day
2014 8 29 Ganesh Chaturthi
2014 10 2 Mahatma Gandhi Jayanti
2014 10 3 Dasera
2014 10 6 Bakri ID
2014 10 15 General Assembly Elections
2014 10 24 Diwali-Balipratipada
2014 11 4 Moharram
2014 11 6 Gurunank Jayanti
2014 12 25 Christmas
2015 1 26 Republic Day
2015 2 17 Mahashivratri
2015 3 6 Holi
2015 4 2 Mahavir Jayanti
2015 4 3 Good Friday
2015 4 14 Dr. Baba Saheb Ambedkar Jayanti
2015 5 1 Maharashtra Day
2015 9 17 Ganesh Chaturthi
2015 9 25 Bakri ID
2015 10 2 Mahatma Gandhi Jayanti
2015 10 22 Dussehra
2015 11 12 Diwali-Balipratipada
2015 11 25 Gurunanak Jayanti
2015 12 25 Christmas
2016 1 26 Republic Day
2016 3 7 Mahashivratri
2016 3 24 Holi
2016 3 25 Good Friday
2016 4 14 Dr. Baba Saheb Ambedkar Jayanti
2016 4 15 Ram Navami
2016 4 19 Mahavir Jayanti
2016 7 6 Id-uI-Fitar (Ramzan ID)
2016 8 15 Independence Day
2016 9 5 Ganesh Chaturthi
2016 9 13 Bakri ID
2016 10 11 Dasera
2016 10 12 Moharram
2016 10 31 Diwali-Balipratipada
2016 11 14 Gurunanak Jayanti
2017 1 26 Republic Day
2017 2 24 Mahashivratri
2017 3 13 Holi
2017 4 4 Ram Navami
2017 4 14 Dr.Baba Saheb Ambedkar Jayanti/ Good Friday
2017 5 1 Maharashtra Day
2017 6 26 Id-Ul-Fitr (Ramzan ID)
2017 8 15 Independence Day
2017 8 25 Ganesh Chaturthi
2017 10 2 Mahatama Gandhi Jayanti
2017 10 20 Diwali-Balipratipada
2017 12 25 Christmas
2018 1 26 Republic Day
2018 2 13 Mahashivratri
2018 3 2 Holi
2018 3 29 Mahavir Jayanti
2018 3 30 Good Friday
2018 5 1 Maharashtra Day
2018 8 15 Independence Day
2018 8 22 Bakri ID
2018 9 13 Ganesh Chaturthi
2018 9 20 Moharram
2018 10 2 Mahatama Gandhi Jayanti
2018 10 18 Dasera
2018 11 8 Diwali-Balipratipada
2018 11 23 Gurunanak Jayanti
2018 12 25 Christmas
2019 3 4 Mahashivratri
2019 3 21 Holi
2019 4 17 Mahavir Jayanti
2019 4 19 Good Friday
2019 4 29 Parliamentary Elections
2019 5 1 Maharashtra Day
2019 6 5 Id-Ul-Fitr (Ramzan ID)
2019 8 12 Bakri Id
2019 8 15 Independence Day
2019 9 2 Ganesh Chaturthi
2019 9 10 Moharram
2019 10 2 Mahatma Gandhi Jayanti
2019 10 8 Dasera
2019 10 21 General Assembly Elections in Maharashtra
2019 10 28 Diwali-Balipratipada
2019 11 12 Gurunanak Jayanti
2019 12 25 Christmas
2020 2 21 Mahashivratri
2020 3 10 Holi
2020 4 2 Ram Navami
2020 4 6 Mahavir Jayanti
2020 4 10 Good Friday
2020 4 14 Dr.Baba Saheb Ambedkar Jayanti
2020 5 1 Maharashtra Day
2020 5 25 Id-Ul-Fitr (Ramzan ID)
2020 10 2 Mahatma Gandhi Jayanti
2020 11 16 Diwali-Balipratipada
2020 11 30 Gurunanak Jayanti
2020 12 25 Christmas
2021 1 26 Republic Day
2021 3 11 Mahashivratri
2021 3 29 Holi
2021 4 2 Good Friday
2021 4 14 Dr.Baba Saheb Ambedkar Jayanti
2021 4 21 Ram Navami
2021 5 13 Id-Ul-Fitr (Ramzan ID)
2021 7 21 Bakri Id
2021 8 19 Moharram
2021 9 10 Ganesh Chaturthi
2021 10 15 Dussehra
2021 11 5 Diwali-Balipratipada
2021 11 19 Gurunanak Jayanti
